date,Tether Gold,Paxos Gold,BlackRock BUIDL,Ondo Yield Assets,Circle USYC,Centrifuge Protocol,Spiko,Ethena USDtb,WisdomTree,Ondo Global Markets,Superstate USTB,Anemoy Capital,xStocks,USD AI,Exod
2023-05-31,0,0,0,103502843,0,0,0,0,0,0,0,0,0,0,0
2023-06-01,0,0,0,100474762,0,0,0,0,0,0,0,0,0,0,0
2023-06-02,0,0,0,100574448,0,0,0,0,0,0,0,0,0,0,0
2023-06-03,0,0,0,100574448,0,0,0,0,0,0,0,0,0,0,0
2023-06-04,0,0,0,100574448,0,0,0,0,0,0,0,0,0,0,0
2023-06-05,0,0,0,100574448,0,0,0,0,0,0,0,0,0,0,0
2023-06-06,0,0,0,105934505,0,0,0,0,0,0,0,0,0,0,0
2023-06-07,0,0,0,106238883,0,0,0,0,0,0,0,0,0,0,0
2023-06-08,0,0,0,109923265,0,0,0,0,0,0,0,0,0,0,0
2023-06-09,0,0,0,103898714,0,0,0,0,0,0,0,0,0,0,0
2023-06-10,0,0,0,104356080,0,0,0,0,0,0,0,0,0,0,0
2023-06-11,0,0,0,104356080,0,0,0,0,0,0,0,0,0,0,0
2023-06-12,0,0,0,104356080,0,0,0,0,0,0,0,0,0,0,0
2023-06-13,0,0,0,136197886,0,0,0,0,0,0,0,0,0,0,0
2023-06-14,0,0,0,139466789,0,0,0,0,0,0,0,0,0,0,0
2023-06-15,0,0,0,139466789,0,0,0,0,0,0,0,0,0,0,0
2023-06-16,0,0,0,144589759,0,0,0,0,0,0,0,0,0,0,0
2023-06-17,0,0,0,145683082,0,0,0,0,0,0,0,0,0,0,0
2023-06-18,0,0,0,145632614,0,0,0,0,0,0,0,0,0,0,0
2023-06-19,0,0,0,143613893,0,0,0,0,0,0,0,0,0,0,0
2023-06-20,0,0,0,143613893,0,0,0,0,0,0,0,0,0,0,0
2023-06-21,0,0,0,142169947,0,0,0,0,0,0,0,0,0,0,0
2023-06-22,0,0,0,130822475,0,0,0,0,0,0,0,0,0,0,0
2023-06-23,0,0,0,130181515,0,0,0,0,0,0,0,0,0,0,0
2023-06-24,0,0,0,130080579,0,0,0,0,0,0,0,0,0,0,0
2023-06-25,0,0,0,130080579,0,0,0,0,0,0,0,0,0,0,0
2023-06-26,0,0,0,130080579,0,0,0,0,0,0,0,0,0,0,0
2023-06-27,0,0,0,130131021,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,0,0,0,130131021,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,0,0,0,130329616,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,0,0,0,130329616,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,0,0,0,131569390,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,0,0,0,131569390,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,0,0,0,131569390,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,0,0,0,131569390,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,0,0,0,131569390,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,0,0,0,130967391,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,0,0,0,132150391,3642272,0,0,0,0,0,0,0,0,0,0
2023-07-08,0,0,0,132261327,3639133,0,0,0,0,0,0,0,0,0,0
2023-07-09,0,0,0,132261327,3639992,0,0,0,0,0,0,0,0,0,0
2023-07-10,0,0,0,132261327,3638707,0,0,0,0,0,0,0,0,0,0
2023-07-11,0,0,0,131795841,3638744,0,0,0,0,0,0,0,0,0,0
2023-07-12,0,0,0,132787145,3644770,0,0,0,0,0,0,0,0,0,0
2023-07-13,0,0,0,138646429,3640979,0,0,0,0,0,0,0,0,0,0
2023-07-14,0,0,0,138646429,3642124,0,0,0,0,0,0,0,0,0,0
2023-07-15,0,0,0,136001797,3642638,0,0,0,0,0,0,0,0,0,0
2023-07-16,0,0,0,136001797,3642405,0,0,0,0,0,0,0,0,0,0
2023-07-17,0,0,0,136001797,3643272,0,0,0,0,0,0,0,0,0,0
2023-07-18,0,0,0,136001797,4423191,0,0,0,0,0,0,0,0,0,0
2023-07-19,0,0,0,154567719,4617782,0,0,0,0,0,0,0,0,0,0
2023-07-20,0,0,0,149574998,4624653,0,0,0,0,0,0,0,0,0,0
2023-07-21,0,0,0,149683488,4621293,0,0,0,0,0,0,0,0,0,0
2023-07-22,0,0,0,150152036,4621925,0,0,0,0,0,0,0,0,0,0
2023-07-23,0,0,0,150152036,4620672,0,0,0,0,0,0,0,0,0,0
2023-07-24,0,0,0,149981784,4626547,0,0,0,0,0,0,0,0,0,0
2023-07-25,0,0,0,150195537,4622976,0,0,0,0,0,0,0,0,0,0
2023-07-26,0,0,0,152223260,4623495,0,0,0,0,0,0,0,0,0,0
2023-07-27,0,0,0,152191784,4519495,0,0,0,0,0,0,0,0,0,0
2023-07-28,0,0,0,160227902,4520686,0,0,0,0,0,0,0,0,0,0
2023-07-29,0,0,0,162362864,4627937,0,0,0,0,0,0,0,0,0,0
2023-07-30,0,0,0,162370170,4623392,0,0,0,0,0,0,0,0,0,0
2023-07-31,0,0,0,162336560,4627937,0,0,0,0,0,0,0,0,0,0
2023-08-01,0,0,0,162397369,4629162,0,0,0,0,0,0,0,0,0,0
2023-08-02,0,0,0,162349587,5209826,0,0,0,0,0,0,0,0,0,0
2023-08-03,0,0,0,162339471,5209332,0,0,0,0,0,0,0,0,0,0
2023-08-04,0,0,0,162987122,5216655,0,0,0,0,0,0,0,0,0,0
2023-08-05,0,0,0,163354472,5211780,0,0,0,0,0,0,0,0,0,0
2023-08-06,0,0,0,163292887,5219487,0,0,0,0,0,0,0,0,0,0
2023-08-07,0,0,0,163345324,5213037,0,0,0,0,0,0,0,0,0,0
2023-08-08,0,0,0,162908103,4710818,0,0,0,0,0,0,0,0,0,0
2023-08-09,0,0,0,158666367,4716493,0,0,0,0,0,0,0,0,0,0
2023-08-10,0,0,0,158569415,4817176,0,0,0,0,0,0,0,0,0,0
2023-08-11,0,0,0,164674400,4822680,0,0,0,0,0,0,0,0,0,0
2023-08-12,0,0,0,163893435,4818621,0,0,0,0,0,0,0,0,0,0
2023-08-13,0,0,0,163859017,4829403,0,0,0,0,0,0,0,0,0,0
2023-08-14,0,0,0,163894747,4817561,0,0,0,0,0,0,0,0,0,0
2023-08-15,0,0,0,162791780,4820884,0,0,0,0,0,0,0,0,0,0
2023-08-16,0,0,0,162292413,4822497,0,0,0,0,0,0,0,0,0,0
2023-08-17,0,0,0,162090502,4823194,0,0,0,0,0,0,0,0,0,0
2023-08-18,0,0,0,160860325,5629632,0,0,0,0,0,0,0,0,0,0
2023-08-19,0,0,0,154602616,5630701,0,0,0,0,0,0,0,0,0,0
2023-08-20,0,0,0,154448168,5621971,0,0,0,0,0,0,0,0,0,0
2023-08-21,0,0,0,154448168,5636326,0,0,0,0,0,0,0,0,0,0
2023-08-22,0,0,0,154461253,5627479,0,0,0,0,0,0,0,0,0,0
2023-08-23,0,0,0,152593618,5627643,0,0,0,0,0,0,0,0,0,0
2023-08-24,0,0,0,154433646,5629058,0,0,0,0,0,0,0,0,0,0
2023-08-25,0,0,0,154418666,5496057,0,0,0,0,0,0,0,0,0,0
2023-08-26,0,0,0,155401072,5499472,0,0,0,0,0,0,0,0,0,0
2023-08-27,0,0,0,155401694,5499472,0,0,0,0,0,0,0,0,0,0
2023-08-28,0,0,0,155366573,5504972,0,0,0,0,0,0,0,0,0,0
2023-08-29,0,0,0,156504646,5500263,0,0,0,0,0,0,0,0,0,0
2023-08-30,0,0,0,157906588,6000819,0,0,0,0,0,0,0,0,0,0
2023-08-31,0,0,0,157690500,5996564,0,0,0,0,0,0,0,0,0,0
2023-09-01,0,0,0,157703871,6006208,0,0,0,0,0,0,0,0,0,0
2023-09-02,0,0,0,159210804,6012442,0,0,0,0,0,0,0,0,0,0
2023-09-03,0,0,0,159184853,6015342,0,0,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,159124671,6015131,0,0,0,0,0,0,0,0,0,0
2023-09-05,0,0,0,159210804,6021839,0,0,0,0,0,0,0,0,0,0
2023-09-06,0,0,0,159259386,6019893,0,0,0,0,0,0,0,0,0,0
2023-09-07,0,0,0,165067344,6018569,0,0,0,0,0,0,0,0,0,0
2023-09-08,0,0,0,164674490,5954218,0,0,0,0,0,0,0,0,0,0
2023-09-09,0,0,0,162686700,5955578,0,0,0,0,0,0,0,0,0,0
2023-09-10,0,0,0,162731940,5955286,0,0,0,0,0,0,0,0,0,0
2023-09-11,0,0,0,162845073,5954679,0,0,0,0,0,0,0,0,0,0
2023-09-12,0,0,0,164610752,5963569,0,0,0,0,0,0,0,0,0,0
2023-09-13,0,0,0,164552182,5959026,0,0,0,0,0,0,0,0,0,0
2023-09-14,0,0,0,164401686,5960567,0,0,0,0,0,0,0,0,0,0
2023-09-15,0,0,0,164592121,5954853,0,0,0,0,0,0,0,0,0,0
2023-09-16,0,0,0,164501387,5959277,0,0,0,0,0,0,0,0,0,0
2023-09-17,0,0,0,164413378,5961050,0,0,0,0,0,0,0,0,0,0
2023-09-18,0,0,0,164501387,5963758,0,0,0,0,0,0,0,0,0,0
2023-09-19,0,0,0,197253323,5965235,0,0,0,0,0,0,0,0,0,0
2023-09-20,0,0,0,197208186,5965810,0,0,0,0,0,0,0,0,0,0
2023-09-21,0,0,0,197879096,5972393,0,0,0,0,0,0,0,0,0,0
2023-09-22,0,0,0,197956794,5967275,0,0,0,0,0,0,0,0,0,0
2023-09-23,0,0,0,197827388,5645028,0,0,0,0,0,0,0,0,0,0
2023-09-24,0,0,0,197858451,5644416,0,0,0,0,0,0,0,0,0,0
2023-09-25,0,0,0,198056310,5648913,0,0,0,0,0,0,0,0,0,0
2023-09-26,0,0,0,197822730,5647798,0,0,0,0,0,0,0,0,0,0
2023-09-27,0,0,0,198758193,5657969,0,0,0,0,0,0,0,0,0,0
2023-09-28,0,0,0,200415957,5646122,0,0,0,0,0,0,0,0,0,0
2023-09-29,0,0,0,201089911,5649550,0,0,0,0,0,0,0,0,0,0
2023-09-30,0,0,0,202420134,7585951,0,0,0,0,0,0,0,0,0,0
2023-10-01,0,0,0,202320139,7586270,0,0,0,0,0,0,0,0,0,0
2023-10-02,0,0,0,202420134,7585400,0,0,0,0,0,0,0,0,0,0
2023-10-03,0,0,0,202267921,7626925,0,0,0,0,0,0,0,0,0,0
2023-10-04,0,0,0,202523552,7623591,0,0,0,0,0,0,0,0,0,0
2023-10-05,0,0,0,204017831,7628362,0,0,0,0,0,0,0,0,0,0
2023-10-06,0,0,0,204179896,7630215,0,0,0,0,0,0,0,0,0,0
2023-10-07,0,0,0,204273232,10233649,0,0,0,0,0,0,0,0,0,0
2023-10-08,0,0,0,204273232,10237889,0,0,0,0,0,0,0,0,0,0
2023-10-09,0,0,0,204277815,10240859,0,0,0,0,0,0,0,0,0,0
2023-10-10,0,0,0,205598109,10242235,0,0,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,206872754,10245217,0,0,0,0,0,0,0,0,0,0
2023-10-12,0,0,0,206989577,10793391,0,0,0,0,0,0,0,0,0,0
2023-10-13,0,0,0,204842237,10809179,0,0,0,0,0,0,0,0,0,0
2023-10-14,0,0,0,205043039,6029908,0,0,0,0,0,0,0,0,0,0
2023-10-15,0,0,0,205036976,6028648,0,0,0,0,0,0,0,0,0,0
2023-10-16,0,0,0,204965654,6025373,0,0,0,0,0,0,0,0,0,0
2023-10-17,0,0,0,202202157,6032174,0,0,0,0,0,0,0,0,0,0
2023-10-18,0,0,0,202483296,6033349,0,0,0,0,0,0,0,0,0,0
2023-10-19,0,0,0,200932662,6034259,0,0,0,0,0,0,0,0,0,0
2023-10-20,0,0,0,200997574,6032198,0,0,0,0,0,0,0,0,0,0
2023-10-21,0,0,0,200355377,21125108,0,0,0,0,0,0,0,0,0,0
2023-10-22,0,0,0,200355377,21125108,0,0,0,0,0,0,0,0,0,0
2023-10-23,0,0,0,200356324,21094308,0,0,0,0,0,0,0,0,0,0
2023-10-24,0,0,0,198874490,20634076,0,0,0,0,0,0,0,0,0,0
2023-10-25,0,0,0,191003870,20624331,0,0,0,0,0,0,0,0,0,0
2023-10-26,0,0,0,191018877,20681578,0,0,0,0,0,0,0,0,0,0
2023-10-27,0,0,0,191072472,20626745,0,0,0,0,0,0,0,0,0,0
2023-10-28,0,0,0,191166733,23354041,0,0,0,0,0,0,0,0,0,0
2023-10-29,0,0,0,191166733,23332576,0,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,0,191166733,23341213,0,0,0,0,0,0,0,0,0,0
2023-10-31,0,0,0,227553207,49770739,0,0,0,0,0,0,0,0,0,0
2023-11-01,0,0,0,196662367,54385587,0,0,0,0,0,0,0,0,0,0
2023-11-02,0,0,0,173730489,54125941,0,0,0,0,0,0,0,0,0,0
2023-11-03,0,0,0,203628206,52251259,0,0,0,0,0,0,0,0,0,0
2023-11-04,0,0,0,203446999,52320160,0,0,0,0,0,0,0,0,0,0
2023-11-05,0,0,0,203451727,52301064,0,0,0,0,0,0,0,0,0,0
2023-11-06,0,0,0,203456455,53373481,0,0,0,0,0,0,0,0,0,0
2023-11-07,0,0,0,203442627,53213919,0,0,0,0,0,0,0,0,0,0
2023-11-08,0,0,0,203551074,53274797,0,0,0,0,0,0,0,0,0,0
2023-11-09,0,0,0,204110365,53457403,0,0,0,0,0,0,0,0,0,0
2023-11-10,0,0,0,202905013,51578354,0,0,0,0,0,0,0,0,0,0
2023-11-11,0,0,0,203035138,51178678,0,0,0,0,0,0,0,0,0,0
2023-11-12,0,0,0,203096069,51235031,0,0,0,0,0,0,0,0,0,0
2023-11-13,0,0,0,203065753,51170949,0,0,0,0,0,0,0,0,0,0
2023-11-14,0,0,0,201545150,51205941,0,0,0,0,0,0,0,0,0,0
2023-11-15,0,0,0,201296447,51128514,0,0,0,0,0,0,0,0,0,0
2023-11-16,0,0,0,201387556,51190896,0,0,0,0,0,0,0,0,0,0
2023-11-17,0,0,0,201154789,53124893,0,0,0,0,0,0,0,0,0,0
2023-11-18,0,0,0,201114475,53284698,0,0,0,0,0,0,0,0,0,0
2023-11-19,0,0,0,201086706,53178341,0,0,0,0,0,0,0,0,0,0
2023-11-20,0,0,0,201235796,53154677,0,0,0,0,0,0,0,0,0,0
2023-11-21,0,0,0,200990016,52030392,0,0,0,0,0,0,0,0,0,0
2023-11-22,0,0,0,200853224,52010832,0,0,0,0,0,0,0,0,0,0
2023-11-23,0,0,0,200572239,52065392,0,0,0,0,0,0,0,0,0,0
2023-11-24,0,0,0,200632308,52072424,0,0,0,0,0,0,0,0,0,0
2023-11-25,0,0,0,198582006,52212874,0,0,0,0,0,0,0,0,0,0
2023-11-26,0,0,0,198672176,52265087,0,0,0,0,0,0,0,0,0,0
2023-11-27,0,0,0,198643146,52212874,0,0,0,0,0,0,0,0,0,0
2023-11-28,0,0,0,201261244,53135412,0,0,0,0,0,0,0,0,0,0
2023-11-29,0,0,0,198713600,52872486,0,0,0,0,0,0,0,0,0,0
2023-11-30,0,0,0,199058967,52838691,0,0,0,0,0,0,0,0,0,0
2023-12-01,0,0,0,199089020,52940713,0,0,0,0,0,0,0,0,0,0
2023-12-02,0,0,0,199327793,52860404,0,0,0,0,0,0,0,0,0,0
2023-12-03,0,0,0,199429303,52888599,0,0,0,0,0,0,0,0,0,0
2023-12-04,0,0,0,197399365,52952078,0,0,0,0,0,0,0,0,0,0
2023-12-05,0,0,0,198371829,51965150,0,0,0,0,0,0,0,0,0,0
2023-12-06,0,0,0,188453712,51435211,0,0,0,0,0,0,0,0,0,0
2023-12-07,0,0,0,188443313,51503455,0,0,0,0,0,0,0,0,0,0
2023-12-08,0,0,0,188033429,51454348,0,0,0,0,0,0,0,0,0,0
2023-12-09,0,0,0,187797380,51470820,0,0,0,0,0,0,0,0,0,0
2023-12-10,0,0,0,185982147,51470820,0,0,0,0,0,0,0,0,0,0
2023-12-11,0,0,0,185993527,51522291,0,0,0,0,0,0,0,0,0,0
2023-12-12,0,0,0,186774065,51417761,0,0,0,0,0,0,0,0,0,0
2023-12-13,0,0,0,183543703,51493494,0,0,0,0,0,0,0,0,0,0
2023-12-14,0,0,0,183123657,51192477,0,0,0,0,0,0,0,0,0,0
2023-12-15,0,0,0,183072817,51306771,0,0,0,0,0,0,0,0,0,0
2023-12-16,0,0,0,175520930,52127498,0,0,0,0,0,0,0,0,0,0
2023-12-17,0,0,0,175721720,52179625,0,0,0,0,0,0,0,0,0,0
2023-12-18,0,0,0,175583896,52283880,0,0,0,0,0,0,0,0,0,0
2023-12-19,0,0,0,175871673,52049999,0,0,0,0,0,0,0,0,0,0
2023-12-20,0,0,0,173792126,51060703,0,0,0,0,0,0,0,0,0,0
2023-12-21,0,0,0,201759960,51182171,0,0,0,0,0,0,0,0,0,0
2023-12-22,0,0,0,199218327,51074594,0,0,0,0,0,0,0,0,0,0
2023-12-23,0,0,0,199278394,51277709,0,0,0,0,0,0,0,0,0,0
2023-12-24,0,0,0,199483865,51255665,0,0,0,0,0,0,0,0,0,0
2023-12-25,0,0,0,199510119,51260488,0,0,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,199526520,51301329,0,0,0,0,0,0,0,0,0,0
2023-12-27,0,0,0,199154861,51307280,0,0,0,0,0,0,0,0,0,0
2023-12-28,0,0,0,200510304,51417306,0,0,0,0,0,0,0,0,0,0
2023-12-29,0,0,0,200890591,51311963,0,0,0,0,0,0,0,0,0,0
2023-12-30,0,0,0,199571841,51300331,0,0,0,0,0,0,0,0,0,0
2023-12-31,0,0,0,199434004,51219916,0,0,0,0,0,0,0,0,0,0
2024-01-01,0,0,0,192215817,51271136,0,0,0,0,0,0,0,0,0,0
2024-01-02,0,0,0,192720953,51271136,0,0,0,0,0,0,0,0,0,0
2024-01-03,0,0,0,187820207,51069916,0,0,0,0,0,0,0,0,0,0
2024-01-04,0,0,0,185961430,51077434,0,0,0,0,0,0,0,0,0,0
